,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,artist_num
136,4,ヴァンパイア,ヴァンパイア,DECO*27,2021-03-09,178235,62,1,0,0.555,0.0096,0.955,0.0,0.329,-4.073,0.048,164.028,4,0.955,2
137,5,ハートインパルス,ハートインパルス,FUZI,2020-12-19,198677,21,9,1,0.395,0.00054,0.977,0.000439,0.339,-4.522,0.2,200.138,4,0.598,2
138,6,ネオネオン,ネオネオン,DECO*27,2020-11-27,185957,27,6,1,0.737,0.0886,0.704,0.000124,0.114,-5.16,0.0353,129.98,4,0.762,2
139,7,アンデッドアリス,アンデッドアリス,DECO*27,2020-10-30,209952,27,8,1,0.545,0.0111,0.948,0.0,0.135,-3.653,0.0694,175.965,4,0.855,2
140,8,ポジティブ・パレード,ポジティブ・パレード,DECO*27,2020-02-26,183373,38,5,1,0.507,0.0164,0.883,2.37e-05,0.116,-3.958,0.0871,155.111,4,0.85,2
141,9,ネガティブ進化論,ネガティブ進化論,DECO*27,2019,191357,30,3,0,0.65,0.0227,0.948,1.59e-06,0.334,-3.349,0.079,139.977,4,0.901,2
142,10,39,39,sasakure.UK,2018-08-23,219979,32,6,1,0.489,0.0144,0.818,0.0,0.044,-3.723,0.0354,175.069,4,0.856,2
143,11,ゆめゆめ,ゆめゆめ,DECO*27,2012-04-18,220520,11,5,1,0.582,0.0321,0.889,0.0,0.39,-3.334,0.0318,160.025,4,0.698,2
144,12,ライトラグ,ライトラグ,DECO*27,2011-07-27,209813,8,10,1,0.477,0.0518,0.934,0.00314,0.147,-3.477,0.0604,179.965,4,0.727,2
145,13,砂時計,ライトラグ,DECO*27,2011-07-27,192173,3,5,1,0.568,0.0142,0.673,2.71e-05,0.195,-2.72,0.0351,102.036,4,0.578,2
146,14,ペダルハート,ライトラグ,DECO*27,2011-07-27,236571,2,4,1,0.502,0.0157,0.807,0.0,0.17,-4.08,0.0321,139.994,4,0.581,2
148,0,RENAISSANCE,RENAISSANCE,Utsu-P,2019-10-16,59799,22,1,1,0.495,0.462,0.446,0.459,0.0919,-13.635,0.325,97.906,5,0.172,4
149,1,骸Attack!!,GREATEST SHITS,Utsu-P,2018-10-03,233069,44,11,0,0.523,0.00241,0.982,0.0033,0.433,-3.613,0.178,90.075,4,0.503,4
150,2,ガラパゴスで悪いか,GALAPAGOS,Utsu-P,2017-08-30,137338,27,4,1,0.511,0.000247,0.988,0.78,0.109,-2.352,0.0811,110.001,4,0.221,4
151,3,Constipation Of Death,Post-Traumatic Stress Disorder,Utsu-P,2016-08-10,244067,25,11,0,0.218,4.2e-06,0.994,0.891,0.0574,-2.961,0.222,110.0,4,0.0391,4
152,4,終のファンタジー,ALGORITHM,Utsu-P,2014,226983,23,0,0,0.286,0.000215,0.976,0.877,0.133,-3.245,0.122,103.974,4,0.235,4
153,5,MOKSHA (emancipation),MOKSHA,Utsu-P,2012,47043,13,2,0,0.348,0.85,0.344,0.278,0.242,-10.083,0.0347,69.763,3,0.647,4
154,6,ぽいずん☆あっぷる,DIARRHEA,Utsu-P,2009,258182,20,6,1,0.45,5.12e-05,0.98,0.422,0.279,-3.964,0.123,95.075,4,0.259,4
155,7,OGRE (feat. 初音ミク),OGRE,Utsu-P,2021-06-25,220773,40,8,1,0.415,0.000209,0.919,0.00682,0.328,-5.161,0.12,159.904,4,0.455,4
156,8,ぬる (feat. 初音ミク),ぬる,Utsu-P,2021-06-25,206000,33,8,1,0.524,0.00091,0.907,0.0203,0.298,-6.342,0.0839,120.056,4,0.396,4
157,9,デスロウ (feat. 初音ミク),デスロウ,Utsu-P,2021-06-25,264428,33,2,1,0.596,0.0094,0.839,0.00123,0.431,-5.612,0.0586,139.97,4,0.583,4
158,10,映えない (feat. 初音ミク),映えない,Utsu-P,2021-06-25,215066,36,2,1,0.515,0.000654,0.814,0.0702,0.0778,-4.765,0.0644,125.034,3,0.54,4
159,11,ダブルラリアット [Double Bass Drum Remix 2021],ダブルラリアット [Double Bass Drum Remix 2021],Utsu-P,2021-01-29,213613,35,3,0,0.492,0.000236,0.945,3.43e-06,0.472,-4.899,0.0742,137.985,4,0.364,4
160,12,CR独特な世界観,俗 e.p. & 毒 e.p.,Utsu-P,2012,232853,15,6,1,0.414,0.000244,0.961,0.0557,0.0826,-3.929,0.139,169.948,4,0.523,4
161,13,ダイベン,P,Utsu-P,2011-04-15,213316,24,9,1,0.504,0.000467,0.945,0.21,0.163,-3.455,0.101,90.011,4,0.482,4
162,14,ドール,DOLL e.p.,Utsu-P,2008,274030,17,10,0,0.262,0.000167,0.965,0.306,0.184,-3.969,0.543,189.978,4,0.223,4
163,15,クロクロクロ (feat. 初音ミク),"""CRASH FEVER ORIGINAL SOUNDTRACK feat.MIKURINLEN 01""",Various Artists,2021-07-06,112673,11,1,0,0.549,0.119,0.968,0.0,0.145,-2.751,0.0775,97.95,4,0.799,4
164,16,愛されなくても君がいる,PINOCCHIOP BEST ALBUM 2009-2020 寿,PinocchioP,2021-03-03,272000,14,1,0,0.574,0.0287,0.793,0.0,0.11,-5.311,0.0389,150.041,4,0.377,4
165,17,Because You're Here,PinocchioP Best Album 2009-2020 Kotobuki,PinocchioP,2021-03-03,272000,16,1,0,0.574,0.0287,0.793,0.0,0.11,-5.311,0.0389,150.041,4,0.377,4
166,18,Yuudachi No Ribbon,Vocaloid3 Library Mayu,Various Artists,2015-12-02,228000,27,1,0,0.516,0.0239,0.978,0.000602,0.0732,-2.61,0.0615,114.97,4,0.668,4
167,19,Sweetie×2,Exit Tunes Presents Kamikyoku Wo Utattemita 3,Various Artists,2015-08-01,300824,4,0,0,0.6,0.148,0.99,0.232,0.376,-1.835,0.0542,124.973,4,0.939,4
168,20,Bunretsu Hakai,Exit Tunes Presents Supernova 3,Various Artists,2015-08-01,336000,3,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,4
169,21,Marionette Syndrome,Exit Tunes Presents Ikemen Voice Paradise 2,Various Artists,2015-08-01,233379,3,5,0,0.487,0.586,0.964,0.0,0.283,-2.291,0.0501,145.061,4,0.576,4
170,22,Waltz of Knives,MIKU-MIXTURE,Various Artists,2014-02-19,315626,8,0,1,0.385,0.386,0.8,0.00579,0.0856,-6.615,0.049,152.982,4,0.143,4
171,23,Waltz of Knives,MIKU-MIXTURE,Various Artists,2014-02-19,315626,1,0,1,0.385,0.386,0.8,0.00579,0.0856,-6.615,0.049,152.982,4,0.143,4
172,24,赤心性:カマトト荒療治 feat.赤飯(カバー),赤BAN,Sekihan,2013-06-19,227789,8,11,0,0.568,0.00216,0.988,0.000141,0.0838,-2.57,0.0944,102.48,4,0.622,4
173,25,Sekishinsei: Kamatoto Araryouji,Aka Ban,Various Artists,2013,227789,15,11,0,0.568,0.00216,0.988,0.000141,0.0838,-2.57,0.0944,102.48,4,0.622,4
174,26,Lent,0004: A Galaxy Odyssey,Various Artists,2012,235000,3,9,0,0.625,0.017,0.836,0.00129,0.338,-4.357,0.0465,110.011,4,0.445,4
175,27,マトリョシカ(カバー),EXIT TUNES PRESENTS SEKIHAN the BEST (feat. 赤飯),Sekihan,2011-02-02,200000,28,11,0,0.599,0.017,0.97,0.0,0.097,-2.242,0.128,102.595,4,0.637,4
176,28,Matryoshka,Exit Tunes Presents Sekihan The Best,Various Artists,2011,200000,34,11,0,0.599,0.017,0.97,0.0,0.097,-2.242,0.128,102.595,4,0.637,4
177,29,Sweetie×2(カバー) feat. 祭屋&こめる,EXIT TUNES PRESENTS 神曲を歌ってみた 3,Various Artists,2010-10-20,300824,2,0,0,0.6,0.148,0.99,0.232,0.376,-1.835,0.0542,124.973,4,0.939,4
178,30,分裂→破壊,EXIT TUNES PRESENTS Supernova 3,Various Artists,2010-07-07,336000,5,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,4
180,0,映えない (feat. 初音ミク),映えない,Utsu-P,2021-06-25,215066,36,2,1,0.515,0.000654,0.814,0.0702,0.0778,-4.765,0.0644,125.034,3,0.54,4
181,1,デスロウ (feat. 初音ミク),デスロウ,Utsu-P,2021-06-25,264428,33,2,1,0.596,0.0094,0.839,0.00123,0.431,-5.612,0.0586,139.97,4,0.583,4
182,2,ぬる (feat. 初音ミク),ぬる,Utsu-P,2021-06-25,206000,33,8,1,0.524,0.00091,0.907,0.0203,0.298,-6.342,0.0839,120.056,4,0.396,4
183,3,OGRE (feat. 初音ミク),OGRE,Utsu-P,2021-06-25,220773,40,8,1,0.415,0.000209,0.919,0.00682,0.328,-5.161,0.12,159.904,4,0.455,4
184,4,ダブルラリアット [Double Bass Drum Remix 2021],ダブルラリアット [Double Bass Drum Remix 2021],Utsu-P,2021-01-29,213613,35,3,0,0.492,0.000236,0.945,3.43e-06,0.472,-4.899,0.0742,137.985,4,0.364,4
185,5,CR独特な世界観,俗 e.p. & 毒 e.p.,Utsu-P,2012,232853,15,6,1,0.414,0.000244,0.961,0.0557,0.0826,-3.929,0.139,169.948,4,0.523,4
186,6,あかいぼく,俗 e.p. & 毒 e.p.,Utsu-P,2012,128693,14,3,0,0.224,8.06e-06,0.942,0.656,0.113,-3.675,0.0831,199.83,4,0.361,4
187,7,邪念くんのテーマ,俗 e.p. & 毒 e.p.,Utsu-P,2012,224880,15,5,0,0.559,9.9e-05,0.965,0.854,0.291,-3.881,0.0733,112.434,1,0.75,4
188,8,自爆2号,俗 e.p. & 毒 e.p.,Utsu-P,2012,128533,14,2,1,0.443,8.92e-05,0.953,0.331,0.311,-3.869,0.295,199.899,4,0.604,4
189,9,ぬいぐるみになりたい,俗 e.p. & 毒 e.p.,Utsu-P,2012,272933,14,10,0,0.462,0.0005,0.945,0.000205,0.0728,-3.212,0.072,170.006,4,0.69,4
190,10,惑星無修正,俗 e.p. & 毒 e.p.,Utsu-P,2012,210428,13,11,0,0.331,1.93e-05,0.939,0.17,0.0922,-2.854,0.0716,164.874,4,0.482,4
191,11,ダイベン,P,Utsu-P,2011-04-15,213316,24,9,1,0.504,0.000467,0.945,0.21,0.163,-3.455,0.101,90.011,4,0.482,4
192,12,華,P,Utsu-P,2011-04-15,344756,19,4,1,0.258,0.00251,0.98,0.0142,0.363,-2.595,0.223,117.871,4,0.0948,4
193,13,恐怖!スピーカー人間,P,Utsu-P,2011-04-15,140900,18,4,1,0.491,0.00193,0.984,0.0678,0.33,-3.268,0.181,149.977,4,0.204,4
194,14,ドール,DOLL e.p.,Utsu-P,2008,274030,17,10,0,0.262,0.000167,0.965,0.306,0.184,-3.969,0.543,189.978,4,0.223,4
195,15,dope disco,DOLL e.p.,Utsu-P,2008,322699,21,10,0,0.513,0.000338,0.965,0.000554,0.157,-3.468,0.0351,89.991,4,0.744,4
196,16,クビククリ・モンスター,DOLL e.p.,Utsu-P,2008,238062,14,4,1,0.549,3.84e-05,0.967,0.0184,0.389,-3.349,0.101,132.08,4,0.656,4
197,17,華,DOLL e.p.,Utsu-P,2008,345836,15,4,1,0.16,2.17e-05,0.969,0.264,0.403,-3.705,0.246,195.093,3,0.346,4
199,0,Sight (feat. 巡音ルカ),Residue,otetsu,2021-05-25,211636,8,9,0,0.577,0.0427,0.985,0.0,0.315,-2.835,0.069,109.939,4,0.208,6
200,1,甘苦い中毒 (feat. メグッポイド),「宝箱」,otetsu,2019-10-30,244500,1,0,1,0.586,0.000749,0.944,0.0,0.273,-2.835,0.0389,119.979,3,0.755,6
201,2,蔓延る毒 (feat. 巡音ルカ),Flag,otetsu,2019-05-15,310000,2,1,1,0.585,0.00456,0.956,1.47e-06,0.366,-4.079,0.0817,119.997,4,0.381,6
202,3,Stomach (feat. 巡音ルカ),胃袋,otetsu,2018-11-28,248000,3,4,0,0.681,0.0831,0.887,0.0,0.156,-4.894,0.0483,100.018,3,0.496,6
203,4,罪喰らい (feat. 巡音ルカ),Unbalance,otetsu,2018-05-02,301000,0,1,0,0.565,0.000231,0.938,5.9e-06,0.061,-3.934,0.116,120.043,4,0.317,6
204,5,memento (feat. 巡音ルカ),memento mori,otetsu,2017-11-22,240437,5,11,0,0.57,0.0027,0.892,3.25e-06,0.152,-2.808,0.0338,124.996,3,0.494,6
205,6,産声 (feat. 巡音ルカ),濫觴,otetsu,2015-05-08,188500,0,9,0,0.564,0.00727,0.909,0.0,0.0886,-3.439,0.0632,115.007,4,0.429,6
206,7,ナイトアンドデイ (feat. 巡音ルカ),sleep,otetsu,2013-11-20,205763,0,2,0,0.538,0.0255,0.958,3.26e-05,0.0681,-1.654,0.121,104.943,4,0.57,6
207,8,種 (feat. 巡音ルカ),Seed,otetsu,2013-04-30,113314,0,11,0,0.651,0.00772,0.791,0.372,0.191,-4.921,0.0441,112.474,4,0.418,6
208,9,core (feat. 巡音ルカ),UNDER,otetsu,2012-05-01,242364,0,4,0,0.567,0.0158,0.965,0.0,0.421,-2.304,0.0858,120.027,3,0.482,6
209,10,hole (feat. 巡音ルカ),Muse,otetsu,2012-02-27,248583,4,4,0,0.469,0.00631,0.992,0.0,0.194,-1.561,0.0937,146.992,4,0.212,6
210,11,才溢れ、欠落者 (feat. 巡音ルカ),NUDE,otetsu,2011-09-05,277209,2,4,0,0.458,0.0419,0.958,0.0,0.373,-1.306,0.0656,135.002,3,0.521,6
211,12,カーニバル (feat. メグッポイド),Carnival,otetsu,2011-06-13,217740,21,11,0,0.53,0.0331,0.918,6.72e-06,0.0764,-2.172,0.0507,127.045,4,0.915,6
212,13,Implosion (feat. メグッポイド),LENS,otetsu,2011-01-17,164000,1,1,0,0.508,0.00706,0.939,6.97e-06,0.112,-3.152,0.0442,109.965,4,0.599,6
213,14,飴と鎖 (feat. 巡音ルカ),CORE-KrnT edit-,otetsu,2010-05-10,217749,19,9,0,0.544,0.16,0.985,0.0,0.0984,-2.334,0.0771,135.015,4,0.678,6
214,15,shell (feat. 巡音ルカ),SHELL,otetsu,2010-05-10,257954,0,9,0,0.191,0.00957,0.973,0.0,0.324,-2.544,0.158,181.677,5,0.307,6
215,16,星屑ユートピア (feat. 巡音ルカ),STARLET,otetsu,2009-09-09,262006,3,6,0,0.509,0.058,0.918,0.0,0.275,-2.437,0.046,119.98,4,0.834,6
216,17,Existence (feat. 初音ミク),Utopia,otetsu,2009-05-01,169401,1,4,0,0.51,0.0306,0.938,0.0,0.297,-2.257,0.0348,96.487,4,0.887,6
217,18,幻想と羅針盤 (feat. 巡音ルカ),幻想と羅針盤,otetsu,2020-01-30,228000,4,9,1,0.514,0.451,0.837,0.0,0.129,-3.401,0.0503,189.943,4,0.418,6
218,19,ご覧、蒔いた種が花を咲かせた。期待通りの汚い花。 (feat. メグッポイド),ご覧、蒔いた種が花を咲かせた。期待通りの汚い花。,otetsu,2019-12-11,208000,6,8,0,0.482,0.00184,0.963,0.0,0.162,-3.233,0.0571,150.012,4,0.789,6
219,20,かげ (feat. メグッポイド),かげ,otetsu,2019-06-24,248640,3,11,0,0.547,0.00618,0.94,0.0,0.213,-3.111,0.0656,125.062,4,0.288,6
220,21,Bottom out (feat. 巡音ルカ),Bottom out,otetsu,2019-04-03,236000,2,6,0,0.622,0.0152,0.913,0.0,0.113,-3.721,0.0794,134.969,4,0.594,6
221,22,棚引く厭世爍かす程 (feat. 巡音ルカ),棚引く厭世爍かす程,otetsu,2019-01-25,272000,10,1,0,0.546,0.00134,0.932,0.0,0.183,-3.817,0.0629,134.965,4,0.748,6
222,23,空を泳いだ (feat. 巡音ルカ),空を泳いだ,otetsu,2018-01-26,240000,1,0,1,0.641,0.000546,0.915,0.0,0.332,-2.999,0.038,129.984,3,0.504,6
223,24,mud (feat. 巡音ルカ),Rest,otetsu,2014-04-28,200431,0,9,1,0.575,0.00345,0.959,0.0,0.223,-2.376,0.0554,130.015,4,0.682,6
224,25,ゆりかご (feat. 巡音ルカ),ゆりかご,otetsu,2014-03-05,261500,0,1,0,0.516,0.00471,0.934,1.19e-05,0.0413,-3.267,0.0422,120.032,4,0.668,6
225,26,Feb.14 (feat. 巡音ルカ),Feb.14,otetsu,2014-01-30,275031,0,1,0,0.523,0.00294,0.859,0.000464,0.167,-3.505,0.0312,95.016,4,0.522,6
226,27,生温く真紅い歪な果実、蜜を啜るのは飽きたから腐る前に残さず食べましょう。仮に愛せなくても。 (feat. 巡音ルカ),生温く真紅い歪な果実、蜜を啜るのは飽きたから腐る前に残さず食べましょう。仮に愛せなくても。,otetsu,2011-03-28,215609,1,6,0,0.419,0.00435,0.902,2.37e-06,0.14,-2.356,0.0459,140.071,4,0.388,6
227,28,Child's Garden (feat. 巡音ルカ),Child's Garden,otetsu,2010-01-30,265500,0,4,0,0.511,0.216,0.984,0.0,0.12,-1.556,0.0735,120.024,4,0.547,6
228,29,No answer (feat. 初音ミク),No answer,otetsu,2009-08-31,256040,0,11,0,0.309,0.0293,0.948,0.0,0.167,-2.626,0.0831,195.172,4,0.508,6
229,30,モザイクロール,EXIT TUNES PRESENTS Gumissimo from Megpoid ―10th ANNIVERSARY BEST―,Various Artists,2019-06-19,186000,13,5,1,0.515,0.00104,0.919,0.926,0.326,-3.623,0.0534,145.039,4,0.595,6
230,31,Yuudachi No Ribbon,Vocaloid3 Library Mayu,Various Artists,2015-12-02,228000,27,1,0,0.516,0.0239,0.978,0.000602,0.0732,-2.61,0.0615,114.97,4,0.668,6
231,32,R‐18,Exit Tunes Presents Supernova,Various Artists,2015-08-01,295384,1,1,0,0.413,0.00788,0.983,0.0,0.222,-2.567,0.077,182.044,4,0.417,6
232,33,Bunretsu Hakai,Exit Tunes Presents Supernova 3,Various Artists,2015-08-01,336000,3,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,6
233,34,Risky Game,Exit Tunes Presents Ikemen Voice Paradise 3,Various Artists,2015-08-01,209000,10,7,0,0.68,0.635,0.654,0.0,0.0988,-4.509,0.0514,133.007,4,0.728,6
234,35,Go! Shichi! Go!,"""""""Utayui 575"""" Azuki To Maccha Character Song Collection!!""",Various Artists,2015-08-01,185500,0,8,1,0.44,0.0241,0.901,0.0,0.243,-3.632,0.0441,101.002,3,0.435,6
235,36,曇天ノ陰ニ,IA THE WORLD 〜雨〜,Various Artists,2015-05-13,294000,0,10,0,0.598,0.00702,0.885,0.00026,0.8,-6.32,0.0417,111.497,3,0.267,6
236,37,Mosaic Roll,Exit Tunes Presents The Best Of Gumi From Megpoid,Various Artists,2015-03-11,183600,19,5,1,0.538,0.0018,0.933,0.807,0.333,-2.75,0.0581,145.023,4,0.62,6
237,38,モザイクロール,EXIT TUNES PRESENTS THE BEST OF GUMI from Megpoid,Various Artists,2015-02-04,183600,0,5,1,0.538,0.0018,0.933,0.807,0.333,-2.75,0.0581,145.023,4,0.62,6
238,39,牢獄のアドニス,IA THE WORLD 〜蒼〜,Various Artists,2014-07-02,206626,0,8,1,0.223,0.622,0.7,0.0,0.114,-6.797,0.0525,92.554,4,0.184,6
239,40,Password,IA THE WORLD 〜鍵〜,Various Artists,2013-10-02,263080,0,8,0,0.327,0.0191,0.956,0.000409,0.484,-6.006,0.217,174.967,4,0.531,6
240,41,無気力クーデター,EXIT TUNES PRESENTS Vocaloextra feat.GUMI・IA・MAYU,Various Artists,2013-06-05,236600,1,7,0,0.395,0.00995,0.991,1.09e-06,0.263,-1.544,0.195,184.996,4,0.636,6
241,42,Mukiryoku Coup D'Etat,Exit Tunes Presents Vocaloextra,Various Artists,2013,236600,3,7,0,0.395,0.00995,0.991,1.09e-06,0.263,-1.544,0.195,184.996,4,0.636,6
242,43,Yukueshirezu,Exit Tunes Presents Gumity From Megpoid,Various Artists,2013,223722,2,5,1,0.534,0.0358,0.965,3.17e-05,0.129,-1.159,0.07,131.981,4,0.72,6
243,44,夢幻,IA THE WORLD 〜風〜,Various Artists,2012-09-26,280880,0,3,0,0.461,0.155,0.947,3.38e-06,0.0832,-4.004,0.0707,94.972,4,0.248,6
244,45,幽霊屋敷の首吊り少女 feat.灯油(カバー),トモシビアブラ,TOUYU,2012-06-20,269732,0,0,0,0.261,0.0251,0.897,2.21e-05,0.114,-2.674,0.044,88.223,4,0.783,6
245,46,ネコミミアーカイブ(カバー) feat.ぐるたみん,EXIT TUNES PRESENTS イケメンボイスパラダイス4 ジャケットイラスト:星た,Various Artists,2012-05-02,209500,2,6,1,0.461,0.184,0.983,0.0,0.357,-0.896,0.142,164.026,4,0.563,6
246,47,Yuurei Yashiki No Kubitsuri Shoujo,Tomoshibi Abura,Various Artists,2012,269732,9,0,0,0.261,0.0251,0.897,2.21e-05,0.114,-2.674,0.044,88.223,4,0.783,6
247,48,Nekomimi Archive,Exit Tunes Presents Ikemen Voice Paradise 4,Various Artists,2012,209500,5,6,1,0.461,0.184,0.983,0.0,0.357,-0.896,0.142,164.026,4,0.563,6
248,49,パンダヒーロー(カバー) feat.赤飯,EXIT TUNES PRESENTS SEKIHAN the GOLD (feat. 赤飯),Sekihan,2011-08-03,222520,21,6,0,0.543,0.148,0.977,0.0,0.558,-1.444,0.0796,95.036,4,0.801,6
249,50,リスキーゲーム (feat. nero),EXIT TUNES PRESENTS イケメンボイスパラダイス 3,Various Artists,2011-06-15,209000,0,7,0,0.68,0.635,0.654,0.0,0.0988,-4.509,0.0514,133.007,4,0.728,6
250,51,会いたい feat.GUMI,EXIT TUNES PRESENTS GUMism from Megpoid(Vocaloid),Various Artists,2011-03-16,300000,9,5,1,0.531,0.122,0.978,0.0,0.462,-2.313,0.0436,105.02,4,0.787,6
251,52,Aitai,Exit Tunes Presents Gumism From Megpoid (Vocaloid),Various Artists,2011,300000,12,5,1,0.531,0.122,0.978,0.0,0.462,-2.313,0.0436,105.02,4,0.787,6
252,53,Panda Hero,Exit Tunes Presents Kamikyoku Wo Utattemita 5,Various Artists,2011,222500,15,11,0,0.591,0.0175,0.928,8e-05,0.102,-3.998,0.0807,95.034,4,0.796,6
253,54,Shiryoku Kensa,Exit Tunes Presents Gumish From Megpoid (Vocaloid),Various Artists,2011,265100,9,5,0,0.596,0.0165,0.951,1.32e-06,0.106,-3.155,0.0431,135.011,4,0.759,6
254,55,秘密,KarenT Songs MEGURINE LUKA,chiquewa / AVTechNO! / otetsu / X-Plorez / そそそ (津久井箇人),2010-10-05,230769,0,11,0,0.67,0.0863,0.902,0.0,0.3,-5.406,0.0706,116.973,4,0.92,6
255,56,分裂→破壊,EXIT TUNES PRESENTS Supernova 3,Various Artists,2010-07-07,336000,5,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,6
256,57,R‐18,EXIT TUNES PRESENTS Supernova,Various Artists,2009-12-02,295384,5,1,0,0.413,0.00788,0.983,0.0,0.222,-2.567,0.077,182.044,4,0.417,6
258,0,幻想と羅針盤 (feat. 巡音ルカ),幻想と羅針盤,otetsu,2020-01-30,228000,4,9,1,0.514,0.451,0.837,0.0,0.129,-3.401,0.0503,189.943,4,0.418,6
259,1,ご覧、蒔いた種が花を咲かせた。期待通りの汚い花。 (feat. メグッポイド),ご覧、蒔いた種が花を咲かせた。期待通りの汚い花。,otetsu,2019-12-11,208000,6,8,0,0.482,0.00184,0.963,0.0,0.162,-3.233,0.0571,150.012,4,0.789,6
260,2,umbrella(2019) (feat. 巡音ルカ),ご覧、蒔いた種が花を咲かせた。期待通りの汚い花。,otetsu,2019-12-11,287000,3,6,0,0.493,0.0178,0.954,2.28e-05,0.0932,-3.007,0.0452,95.013,4,0.272,6
261,3,かげ (feat. メグッポイド),かげ,otetsu,2019-06-24,248640,3,11,0,0.547,0.00618,0.94,0.0,0.213,-3.111,0.0656,125.062,4,0.288,6
262,4,Bottom out (feat. 巡音ルカ),Bottom out,otetsu,2019-04-03,236000,2,6,0,0.622,0.0152,0.913,0.0,0.113,-3.721,0.0794,134.969,4,0.594,6
263,5,白灰砂の海(2018) (feat. 巡音ルカ),Bottom out,otetsu,2019-04-03,224000,0,11,0,0.656,0.0367,0.787,0.0,0.037,-3.466,0.0425,111.044,4,0.543,6
264,6,Blaze(2019) (feat. 巡音ルカ),Bottom out,otetsu,2019-04-03,210000,2,6,0,0.478,0.000362,0.971,0.0,0.179,-3.372,0.125,120.035,4,0.235,6
265,7,棚引く厭世爍かす程 (feat. 巡音ルカ),棚引く厭世爍かす程,otetsu,2019-01-25,272000,10,1,0,0.546,0.00134,0.932,0.0,0.183,-3.817,0.0629,134.965,4,0.748,6
266,8,日常と祝祭 (feat. 巡音ルカ),棚引く厭世爍かす程,otetsu,2019-01-25,206000,2,7,1,0.561,0.0497,0.897,0.0,0.109,-4.633,0.0378,110.012,4,0.72,6
267,9,空を泳いだ (feat. 巡音ルカ),空を泳いだ,otetsu,2018-01-26,240000,1,0,1,0.641,0.000546,0.915,0.0,0.332,-2.999,0.038,129.984,3,0.504,6
268,10,friction (feat. 巡音ルカ),空を泳いだ,otetsu,2018-01-26,204000,3,1,0,0.513,7.51e-05,0.971,1.41e-05,0.254,-2.834,0.0644,140.037,4,0.771,6
269,11,廃日 (feat. 巡音ルカ),空を泳いだ,otetsu,2018-01-26,210000,3,11,0,0.562,3.77e-05,0.977,0.0013,0.304,-2.506,0.0755,119.978,4,0.512,6
270,12,mud (feat. 巡音ルカ),Rest,otetsu,2014-04-28,200431,0,9,1,0.575,0.00345,0.959,0.0,0.223,-2.376,0.0554,130.015,4,0.682,6
