,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,artist_num
401,3,Prologue,Short Story,40mP,2016-12-31,248823,8,4,1,0.594,0.00653,0.904,0.0,0.161,-3.063,0.0349,136.069,4,0.919,8
402,4,Going My Way!,41m,40mP,2014-08-17,226576,15,2,1,0.574,0.00492,0.974,0.0,0.0281,-2.485,0.0522,127.968,4,0.738,8
403,5,Going My Way!,41m,40mP,2014-08-17,226576,6,2,1,0.574,0.00492,0.974,0.0,0.0281,-2.485,0.0522,127.968,4,0.738,8
404,6,Life size,LIFE SIZE NOTE -40mP-,40mP,2010-05-07,276000,6,7,1,0.541,0.0549,0.939,0.00111,0.0152,-3.244,0.0395,152.045,4,0.884,8
405,7,SHAKER,SHAKER,40mP,2019-04-22,257839,22,8,0,0.805,0.00518,0.529,0.00115,0.104,-4.368,0.0353,126.019,4,0.887,8
406,8,SHAKER,SHAKER,40mP,2019-04-22,257839,25,8,0,0.805,0.00518,0.529,0.00115,0.104,-4.368,0.0353,126.019,4,0.887,8
407,9,だんだん早くなる,だんだん早くなる,40mP,2015-08-16,137883,34,8,1,0.553,0.475,0.872,0.0,0.14,-2.922,0.11,131.068,4,0.946,8
408,10,Dan dan hayaku naru,Dan dan hayaku naru,40mP,2015-08-16,137883,29,8,1,0.553,0.475,0.872,0.0,0.14,-2.922,0.11,131.068,4,0.946,8
409,11,Snow Fairy Story (オーケストラ ver.),Snow Fairy Story(オーケストラ ver.),40mP,2015-02-05,272000,22,9,1,0.512,0.436,0.49,0.0,0.139,-4.113,0.0284,127.953,4,0.167,8
410,12,キミボシ,キミボシ,40mP,2013-12-11,262213,15,9,1,0.582,0.241,0.692,3.34e-06,0.25,-5.752,0.0258,103.996,4,0.415,8
411,13,キリトリセン (feat.GUMI),キリトリセン (feat.GUMI),40mP,2013-11-27,235200,32,6,0,0.527,0.406,0.901,0.0,0.16,-2.38,0.0363,165.018,4,0.939,8
412,14,シリョクケンサ (feat.GUMI),シリョクケンサ (feat.GUMI),40mP,2013-11-27,272000,32,5,0,0.598,0.00933,0.938,1.2e-05,0.0926,-4.342,0.0462,134.99,4,0.729,8
413,15,夢地図 (feat.GUMI),夢地図 (feat.GUMI),40mP,2013-11-27,188480,21,8,1,0.382,0.0211,0.936,0.00042,0.104,-2.097,0.051,176.03,4,0.883,8
414,16,モザイクロール,EXIT TUNES PRESENTS Gumissimo from Megpoid ―10th ANNIVERSARY BEST―,Various Artists,2019-06-19,186000,13,5,1,0.515,0.00104,0.919,0.926,0.326,-3.623,0.0534,145.039,4,0.595,8
415,17,Invitation,ウタカタリレイション,Various Artists,2015-12-29,143453,10,1,1,0.651,0.0405,0.968,0.00827,0.304,-3.475,0.0941,146.875,4,0.85,8
416,18,Invitation,Utakatarelation,Various Artists,2015-12-29,143453,3,1,1,0.651,0.0405,0.968,0.00827,0.304,-3.475,0.0941,146.875,4,0.85,8
417,19,Fire Flower,Actors - Songs Collection -,Various Artists,2015-09-23,262454,10,9,1,0.401,0.0243,0.894,0.0,0.202,-4.719,0.0887,175.12,4,0.371,8
418,20,Streaming Heart,Exit Tunes Presents Numbers,Various Artists,2015-08-19,181117,34,1,1,0.612,0.00179,0.888,0.0272,0.339,-10.697,0.0752,105.016,4,0.729,8
419,21,Aria,Exit Tunes Presents Supernova,Various Artists,2015-08-01,264000,15,9,1,0.463,0.151,0.854,0.0,0.244,-4.711,0.0392,175.01,4,0.478,8
420,22,"""Aa Subarashiki Nyansei""",Exit Tunes Presents 10 Dai Utattemita Live! Best 2,Various Artists,2015-08-01,220098,19,10,0,0.629,0.0809,0.809,1.39e-06,0.154,-4.3,0.0317,97.062,4,0.767,8
421,23,Soar -Overdrive-,Exit Tunes Presents Kamikyoku Wo Utattemita,Various Artists,2015-08-01,215000,3,9,1,0.534,0.51,0.978,0.000762,0.426,-0.945,0.0528,142.987,4,0.687,8
422,24,R‐18,Exit Tunes Presents Supernova,Various Artists,2015-08-01,295384,1,1,0,0.413,0.00788,0.983,0.0,0.222,-2.567,0.077,182.044,4,0.417,8
423,25,S-P-B Ryu Special Non Stop Mega-Mix,Exit Tunes Presents Super Producers Beat Mixed By Ryu,Various Artists,2015-08-01,144377,2,9,1,0.325,0.0399,0.977,0.000109,0.369,-2.919,0.231,148.569,4,0.446,8
424,26,Bunretsu Hakai,Exit Tunes Presents Supernova 3,Various Artists,2015-08-01,336000,3,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,8
425,27,Sky,Exit Tunes Presents 10 Dai Utattemita Live! Best,Various Artists,2015-08-01,319875,0,5,1,0.454,0.354,0.581,2.43e-05,0.11,-5.18,0.0445,150.098,4,0.23,8
426,28,Amanojaku,Amanojaku,Various Artists,2015-08-01,187000,17,2,1,0.483,0.0136,0.964,0.000215,0.322,-3.055,0.118,100.619,4,0.5,8
427,29,Just Be Friends - Piano Ver.,Exit Tunes Presents Ikemen Voice Paradise,Various Artists,2015-08-01,370000,9,2,1,0.696,0.901,0.273,0.0,0.0913,-9.618,0.0366,104.819,4,0.453,8
428,30,Start,Exit Tunes Presents Stages,Various Artists,2015-08-01,198800,1,1,0,0.565,0.000178,0.903,2.93e-05,0.132,-2.176,0.0461,100.008,4,0.67,8
429,31,Inori,Exit Tunes Presents Supernova 5,Various Artists,2015-08-01,279000,1,3,1,0.445,0.0439,0.942,0.0,0.0647,-3.472,0.0574,93.292,4,0.502,8
430,32,Setsuna Trip,Exit Tunes Presents Hanjyuku Girls,Various Artists,2015-08-01,247800,2,5,0,0.522,0.00313,0.983,6.41e-06,0.0555,-2.953,0.242,145.01,4,0.537,8
431,33,Delta,Extra Whipping Cream,Various Artists,2015-08-01,240000,0,4,1,0.527,0.0625,0.878,1.64e-06,0.164,-4.279,0.0367,151.927,4,0.767,8
432,34,Mosaic Roll,Exit Tunes Presents The Best Of Gumi From Megpoid,Various Artists,2015-03-11,183600,19,5,1,0.538,0.0018,0.933,0.807,0.333,-2.75,0.0581,145.023,4,0.62,8
433,35,Shiryoku Kensa,Exit Tunes Presents Supernova 6,Various Artists,2015-03-11,265100,1,5,0,0.597,0.015,0.947,3.56e-06,0.105,-3.38,0.0406,134.976,4,0.778,8
434,36,アスノヨゾラ哨戒班,EXIT TUNES PRESENTS Vocalofantasy feat.初音ミク,Various Artists,2015-03-04,176600,39,6,0,0.489,0.039,0.847,0.00598,0.102,-3.841,0.0735,185.048,4,0.24,8
435,37,カゲロウデイズ -初音ミク「マジカルミライ 2014」Live-,初音ミク「マジカルミライ 2014」 [Live],Various Artists,2015-02-25,235856,31,4,0,0.557,0.347,0.97,0.0,0.924,-2.205,0.0794,100.006,4,0.661,8
436,38,モザイクロール,EXIT TUNES PRESENTS THE BEST OF GUMI from Megpoid,Various Artists,2015-02-04,183600,0,5,1,0.538,0.0018,0.933,0.807,0.333,-2.75,0.0581,145.023,4,0.62,8
437,39,放課後ストライド (feat. 山本希望),EXIT TUNES PRESENTS 半熟少女2,Various Artists,2015-02-04,224075,8,4,1,0.521,2.59e-05,0.964,0.885,0.321,-4.154,0.132,112.601,4,0.62,8
438,40,威風堂々 (feat. 竜之介),ACTORS - Extra Edition 5 - feat.鷹翌、竜之介、鯆澄、一兎,Various Artists,2015-02-04,199470,15,10,0,0.747,0.00134,0.697,0.0,0.286,-8.092,0.0496,129.982,4,0.837,8
439,41,Berry,Berry,CHANO,2015-01-10,207522,5,2,1,0.648,0.0214,0.908,3.11e-05,0.132,-3.055,0.0616,125.976,4,0.595,8
440,42,Berry,Berry,シャノ,2015-01-10,207522,6,2,1,0.648,0.0214,0.908,3.11e-05,0.132,-3.055,0.0616,125.976,4,0.595,8
441,43,Connecting,Download feat.初音ミク,ヴァリアス,2014-12-10,299173,20,10,1,0.585,0.0867,0.851,0.0,0.0924,-3.9,0.0293,90.867,4,0.53,8
442,44,千本桜 -MIKU EXPO 2014 in INDONESIA Live-,HATSUNE MIKU EXPO 2014 IN INDONESIA [Live],Various Artists,2014-10-06,241640,32,2,0,0.399,0.00246,0.996,0.000328,0.595,-2.781,0.0834,154.024,4,0.399,8
443,45,Waltz of Knives,MIKU-MIXTURE,Various Artists,2014-02-19,315626,8,0,1,0.385,0.386,0.8,0.00579,0.0856,-6.615,0.049,152.982,4,0.143,8
444,46,Waltz of Knives,MIKU-MIXTURE,Various Artists,2014-02-19,315626,1,0,1,0.385,0.386,0.8,0.00579,0.0856,-6.615,0.049,152.982,4,0.143,8
445,47,夢地図,おさむらいさんせれくしょんVol.40mP,Osamuraisan,2013-12-31,186970,1,10,0,0.52,0.396,0.769,0.855,0.114,-6.159,0.0392,176.012,4,0.899,8
446,48,Dream map(Yume Chizu),Osamuraisan Selection Vol.40mP,Osamuraisan,2013-12-31,186970,10,10,0,0.52,0.396,0.769,0.855,0.114,-6.159,0.0392,176.012,4,0.899,8
447,49,キャラメル,Caramel,シャノ,2013-08-13,270353,1,1,1,0.436,0.105,0.905,0.0,0.304,-3.711,0.0563,200.113,4,0.68,8
448,50,Caramel,Caramel,CHANO,2013-08-13,270353,1,1,1,0.436,0.105,0.905,0.0,0.304,-3.711,0.0563,200.113,4,0.68,8
449,51,地球最後の告白を feat.GUMI,EXIT TUNES PRESENTS GUMing from Megpoid,Various Artists,2012-09-05,265200,40,5,1,0.52,0.0117,0.965,0.0,0.185,-1.939,0.0914,95.026,4,0.283,8
450,52,glow feat.ぐるたみん(カバー),EXIT TUNES PRESENTS 神曲を歌ってみた6,Various Artists,2012-08-15,283500,12,5,0,0.437,0.141,0.864,0.0,0.0983,-2.601,0.0356,169.799,4,0.342,8
451,53,Glitter (Starving Trancer Remix) feat.Another Infinity,Glitter/神巫詞,Mayumi Morinaga,2012-06-06,248000,23,0,1,0.388,0.629,0.964,0.0,0.0793,-4.176,0.093,140.085,4,0.159,8
452,54,ネコミミアーカイブ(カバー) feat.ぐるたみん,EXIT TUNES PRESENTS イケメンボイスパラダイス4 ジャケットイラスト:星た,Various Artists,2012-05-02,209500,2,6,1,0.461,0.184,0.983,0.0,0.357,-0.896,0.142,164.026,4,0.563,8
453,55,白い雪のプリンセスは,実谷ななゴールデンベスト -ボカロ曲を歌ってみた-,Nana Mitani,2012-03-21,260866,19,6,0,0.443,0.00195,0.903,2.61e-06,0.15,-2.101,0.0405,99.899,4,0.661,8
454,56,天ノ弱(カバー) feat. Mayumi Morinaga,天ノ弱 (feat. Mayumi Morinaga),Mayumi Morinaga,2012-02-01,187000,19,2,1,0.483,0.0136,0.964,0.000215,0.322,-3.055,0.118,100.619,4,0.5,8
455,57,Chikyuu Saigo No Kokuhaku Wo,Exit Tunes Presents Guming From Megpoid,Various Artists,2012,265200,25,5,1,0.52,0.0117,0.965,0.0,0.185,-1.939,0.0914,95.026,4,0.283,8
456,58,Glow,Exit Tunes Presents Kamikyoku Wo Utattemita 6,Various Artists,2012,283500,10,5,0,0.437,0.141,0.864,0.0,0.0983,-2.601,0.0356,169.799,4,0.342,8
457,59,Nekomimi Archive,Exit Tunes Presents Ikemen Voice Paradise 4,Various Artists,2012,209500,5,6,1,0.461,0.184,0.983,0.0,0.357,-0.896,0.142,164.026,4,0.563,8
458,60,からげんき 歌った feat.ろん (カバー),EXIT TUNES PRESENTS ろん BEST -ひっしに歌ってみた編- (ジャケットイラスト:砂吹) [feat. ろん],Lon,2011-11-02,286000,7,5,1,0.394,0.0264,0.867,1.24e-06,0.294,-1.293,0.0988,165.112,4,0.472,8
459,61,Promenade,Sugar,CHANO,2011-10-30,280253,6,11,1,0.606,0.185,0.91,0.0,0.0858,-2.999,0.0346,119.964,4,0.705,8
460,62,さんぽみち,Sugar,シャノ,2011-10-30,280253,5,11,1,0.606,0.185,0.91,0.0,0.0858,-2.999,0.0346,119.964,4,0.705,8
461,63,シリョクケンサ,EXIT TUNES PRESENTS Supernova(スーパーノヴァ)6 ジャケットイラストレーター:ざいん,Various Artists,2011-09-21,265100,13,5,0,0.597,0.015,0.947,3.56e-06,0.105,-3.38,0.0406,134.976,4,0.778,8
462,64,天ノ弱 feat.GUMI,EXIT TUNES PRESENTS GUMitive from Megpoid,Various Artists,2011-09-07,188300,9,9,1,0.438,0.037,0.953,0.0,0.298,-2.277,0.0988,100.432,4,0.706,8
463,65,Delta feat. Mayumi Morinaga,EXTRA Whipping Cream ジャケットイラストレーター:MACCO,Mayumi Morinaga,2011-09-07,240000,0,4,1,0.527,0.0625,0.878,1.64e-06,0.164,-4.279,0.0367,151.927,4,0.767,8
464,66,S・K・Y (feat. こまん),EXIT TUNES PRESENTS 10代うたってみたライブ!BEST ジャケットイラスト:おはぎ,Various Artists,2011-05-18,319875,0,5,1,0.454,0.354,0.581,2.43e-05,0.11,-5.18,0.0445,150.098,4,0.23,8
465,67,inori,EXIT TUNES PRESENTS Supernova(スーパーノヴァ)5 ジャケットイラスト:なぎみそ,Various Artists,2011-04-29,279000,0,3,1,0.445,0.0439,0.942,0.0,0.0647,-3.472,0.0574,93.292,4,0.502,8
466,68,Eager Believer,Exit Tunes Presents Kamikyoku Wo Utattemita 4,Various Artists,2011,250106,4,8,1,0.478,0.00885,0.891,0.0127,0.197,-1.428,0.0582,170.042,4,0.54,8
467,69,Amanojaku,Exit Tunes Presents Gumitive From Megpoid (Vocaloid),Various Artists,2011,188300,33,9,1,0.438,0.037,0.953,0.0,0.298,-2.277,0.0988,100.432,4,0.706,8
468,70,イーガービリーバー,EXIT TUNES PRESENTS 神曲を歌ってみた4,Various Artists,2011,250106,4,8,1,0.478,0.00885,0.891,0.0127,0.197,-1.428,0.0582,170.042,4,0.54,8
469,71,Panda Hero,Exit Tunes Presents Kamikyoku Wo Utattemita 5,Various Artists,2011,222500,15,11,0,0.591,0.0175,0.928,8e-05,0.102,-3.998,0.0807,95.034,4,0.796,8
470,72,Karagenki Utatta,Exit Tunes Presents Lon Best -Hisshi Ni Utattemita Hen-,Various Artists,2011,286000,3,5,1,0.394,0.0264,0.867,1.24e-06,0.294,-1.293,0.0988,165.112,4,0.472,8
471,73,Shiryoku Kensa,Exit Tunes Presents Gumish From Megpoid (Vocaloid),Various Artists,2011,265100,9,5,0,0.596,0.0165,0.951,1.32e-06,0.106,-3.155,0.0431,135.011,4,0.759,8
472,74,分裂→破壊,EXIT TUNES PRESENTS Supernova 3,Various Artists,2010-07-07,336000,5,2,1,0.427,0.396,0.976,0.00776,0.355,-3.404,0.154,92.345,4,0.302,8
473,75,S-P-B Ryu☆ SPECIAL NON STOP MEGA-MIX,EXIT TUNES PRESENTS SUPER PRODUCERS BEAT MIXED BY Ryu☆ ジャケットイラスト:獅子猿,Various Artists,2010-04-07,144377,1,9,1,0.325,0.0399,0.977,0.000109,0.369,-2.919,0.231,148.569,4,0.446,8
474,76,ARiA,EXIT TUNES PRESENTS Supernova(スーパーノヴァ)2 ジャケットイラスト:redjuice,Various Artists,2010-03-03,264000,12,9,1,0.463,0.151,0.854,0.0,0.244,-4.711,0.0392,175.01,4,0.478,8
475,77,R‐18,EXIT TUNES PRESENTS Supernova,Various Artists,2009-12-02,295384,5,1,0,0.413,0.00788,0.983,0.0,0.222,-2.567,0.077,182.044,4,0.417,8
477,0,SHAKER,SHAKER,40mP,2019-04-22,257839,22,8,0,0.805,0.00518,0.529,0.00115,0.104,-4.368,0.0353,126.019,4,0.887,8
478,1,だんだん早くなる,だんだん早くなる,40mP,2015-08-16,137883,34,8,1,0.553,0.475,0.872,0.0,0.14,-2.922,0.11,131.068,4,0.946,8
479,2,だんだん高くなる,だんだん早くなる,40mP,2015-08-16,143663,15,5,1,0.48,0.0766,0.964,0.0,0.31,-2.33,0.0599,196.08,4,0.847,8
480,3,だんだん近くなる,だんだん早くなる,40mP,2015-08-16,93311,13,9,1,0.964,0.817,0.659,1.03e-05,0.0969,-5.566,0.0532,105.02,4,0.651,8
481,4,だんだん好きになる,だんだん早くなる,40mP,2015-08-16,177543,9,2,1,0.549,0.421,0.613,0.0,0.0533,-2.952,0.0312,160.039,3,0.678,8
482,5,だんだん増えてゆく,だんだん早くなる,40mP,2015-08-16,181351,10,9,1,0.461,0.361,0.845,0.0,0.228,-4.217,0.0443,191.97,4,0.737,8
483,6,キミボシ,キミボシ,40mP,2013-12-11,262213,15,9,1,0.582,0.241,0.692,3.34e-06,0.25,-5.752,0.0258,103.996,4,0.415,8
484,7,夢地図 (feat.GUMI),夢地図 (feat.GUMI),40mP,2013-11-27,188480,21,8,1,0.382,0.0211,0.936,0.00042,0.104,-2.097,0.051,176.03,4,0.883,8
485,8,シリョクケンサ (feat.GUMI),シリョクケンサ (feat.GUMI),40mP,2013-11-27,272000,32,5,0,0.598,0.00933,0.938,1.2e-05,0.0926,-4.342,0.0462,134.99,4,0.729,8
486,9,キリトリセン (feat.GUMI),キリトリセン (feat.GUMI),40mP,2013-11-27,235200,32,6,0,0.527,0.406,0.901,0.0,0.16,-2.38,0.0363,165.018,4,0.939,8
488,0,猫猫的宇宙論,ナユタン星からの物体N,Nayutalien,2020-04-29,216446,20,1,0,0.591,0.00197,0.958,0.000521,0.383,-1.704,0.0579,134.049,4,0.621,9
489,1,Cosmology of NyanNyan,Object N from Star NayutaN,Nayutalien,2020-04-29,216446,13,1,0,0.591,0.00197,0.958,0.000521,0.383,-1.704,0.0579,134.049,4,0.621,9
490,2,ユーフォーユーフォー,ナユタン星からの物体Z,Nayutalien,2018-08-29,198266,22,11,0,0.525,0.0158,0.927,2.01e-05,0.257,-1.885,0.136,166.095,4,0.687,9
491,3,エイリアンエイリアン,ナユタン星への快爽列車,Nayutalien,2017-09-27,184000,33,11,0,0.497,0.0111,0.944,0.0,0.0959,-3.072,0.0925,151.845,4,0.646,9
492,4,Alien Alien,Nayutan Sei Eno Kaisou Ressya,Nayutalien,2017-09-27,184000,32,11,0,0.497,0.0111,0.944,0.0,0.0959,-3.072,0.0925,151.845,4,0.646,9
493,5,エイリアンエイリアン,ナユタン星からの物体Y,Nayutalien,2016-12-31,181973,46,7,1,0.52,0.011,0.973,4.02e-06,0.0629,-0.565,0.0868,151.939,4,0.594,9
494,6,Alien Alien,Nayutan Sei Kara No Buttai Y,Nayutalien,2016-12-31,181973,49,7,1,0.52,0.011,0.973,4.02e-06,0.0629,-0.565,0.0868,151.939,4,0.594,9
495,7,アンドロメダアンドロメダ,ナユタン星からの物体X(remake),Nayutalien,2016-07-01,182957,18,4,1,0.755,0.0496,0.778,0.0,0.325,-2.711,0.0561,142.016,4,0.907,9
496,8,Andromeda Andromeda,Nayutan Sei Karano Buttai X (remake),Nayutalien,2016-07-01,182957,15,4,1,0.755,0.0496,0.778,0.0,0.325,-2.711,0.0561,142.016,4,0.907,9
497,9,アンドロメダアンドロメダ,ナユタン星からの物体X,Nayutalien,2016-01-16,182957,29,4,1,0.755,0.0496,0.778,0.0,0.325,-2.711,0.0561,142.016,4,0.907,9
498,10,銀河電燈,銀河電燈,Nayutalien,2021-03-21,187745,24,8,1,0.597,0.00652,0.857,7.51e-05,0.287,-2.303,0.0427,140.037,4,0.698,9
499,11,Galaxy Lightway,Galaxy Lightway,Nayutalien,2021-03-21,187745,20,8,1,0.597,0.00652,0.857,7.51e-05,0.287,-2.303,0.0427,140.037,4,0.698,9
500,12,いにしえロマンティック,いにしえロマンティック,Nayutalien,2021-01-23,185901,35,2,1,0.535,0.0094,0.981,0.00216,0.338,-0.8,0.0621,155.004,4,0.728,9
501,13,Ancient Romantic,Ancient Romantic,Nayutalien,2021-01-23,185901,20,2,1,0.535,0.0094,0.981,0.00216,0.338,-0.8,0.0621,155.004,4,0.728,9
502,14,学園スペーシー,学園スペーシー,Nayutalien,2021-01-23,219870,30,10,0,0.55,0.0215,0.955,0.0,0.253,-4.602,0.0814,154.953,4,0.641,9
503,15,School Spacey,School Spacey,Nayutalien,2021-01-23,219870,14,10,0,0.55,0.0215,0.955,0.0,0.253,-4.602,0.0814,154.953,4,0.641,9
504,16,halo,halo,Nayutalien,2020-10-06,185000,18,5,0,0.303,0.000479,0.932,1.46e-06,0.187,-2.912,0.158,184.75,4,0.633,9
505,17,halo,halo,Nayutalien,2020-10-06,185000,13,5,0,0.303,0.000479,0.932,1.46e-06,0.187,-2.912,0.158,184.75,4,0.633,9
506,18,水色侵略,水色侵略,Nayutalien,2020-09-05,249560,27,6,1,0.3,0.00146,0.955,1.12e-05,0.121,-0.482,0.0788,181.889,4,0.44,9
507,19,Light Blue Invasion,Light Blue Invasion,Nayutalien,2020-09-05,249560,27,6,1,0.3,0.00146,0.955,1.12e-05,0.121,-0.482,0.0788,181.889,4,0.44,9
508,20,大宇宙ランデブー,大宇宙ランデブー,Nayutalien,2020-08-06,205609,17,1,1,0.394,0.00961,0.944,1.84e-05,0.357,-0.2,0.0487,164.023,4,0.649,9
509,21,Great Cosmic Rendezvous,Great Cosmic Rendezvous,Nayutalien,2020-08-06,205609,10,1,1,0.394,0.00961,0.944,1.84e-05,0.357,-0.2,0.0487,164.023,4,0.649,9
510,22,サイファイエクスタシー,サイファイエクスタシー,Nayutalien,2020-05-12,180000,19,1,0,0.436,0.00351,0.917,1.09e-06,0.0995,-1.695,0.0907,170.017,4,0.552,9
511,23,Sci-Fi Ecstasy,Sci-Fi Ecstasy,Nayutalien,2020-05-12,180000,14,1,0,0.436,0.00351,0.917,1.09e-06,0.0995,-1.695,0.0907,170.017,4,0.552,9
512,24,猫猫的宇宙論,猫猫的宇宙論,Nayutalien,2020-02-25,216716,29,11,1,0.6,0.00529,0.947,1.52e-05,0.406,-1.007,0.0634,134.084,4,0.711,9
513,25,Cosmology of NyanNyan,Cosmology of NyanNyan,Nayutalien,2020-02-25,216716,18,11,1,0.6,0.00529,0.947,1.52e-05,0.406,-1.007,0.0634,134.084,4,0.711,9
514,26,藍と極星 - Vocaloid ver.,藍と極星 (Vocaloid ver.),Nayutalien,2018-08-29,188769,14,8,1,0.664,0.0241,0.73,2.76e-06,0.0584,-5.902,0.0283,130.025,4,0.79,9
515,27,Indigo and Polar Star - Vocaloid ver.,Indigo and Polar Star (Vocaloid ver.),Nayutalien,2018-08-29,188769,6,8,1,0.664,0.0241,0.73,2.76e-06,0.0584,-5.902,0.0283,130.025,4,0.79,9
516,28,ならばおさらば,Sunny!!,P丸様｡,2021-03-17,223120,36,10,1,0.505,0.0722,0.879,0.0,0.0791,-3.471,0.0544,97.809,4,0.671,9
517,29,PaⅢ.SENSATION,EXIT TUNES PRESENTS Entrance Dream Music'Turbo,Various Artists,2020-01-22,241592,3,6,1,0.477,0.012,0.956,0.00185,0.0556,-4.184,0.0746,180.009,4,0.777,9
518,30,コズミックメロンソーダマジックラブ,VOCALOID 夢眠ネム,Various Artists,2017-07-05,284706,11,11,1,0.459,0.0452,0.99,0.0,0.0548,-2.913,0.0967,169.946,4,0.663,9
519,31,"""千本桜-かめりあ's """"KAIKASENGEN"""" Remix-""",EXIT TUNES PRESENTS Entrance Dream Music3,Various Artists,2016-08-03,250920,0,0,1,0.352,0.00206,0.96,3.47e-06,0.171,-2.478,0.0871,174.835,4,0.38,9
521,0,銀河電燈,銀河電燈,Nayutalien,2021-03-21,187745,24,8,1,0.597,0.00652,0.857,7.51e-05,0.287,-2.303,0.0427,140.037,4,0.698,9
522,1,学園スペーシー,学園スペーシー,Nayutalien,2021-01-23,219870,30,10,0,0.55,0.0215,0.955,0.0,0.253,-4.602,0.0814,154.953,4,0.641,9
523,2,いにしえロマンティック,いにしえロマンティック,Nayutalien,2021-01-23,185901,35,2,1,0.535,0.0094,0.981,0.00216,0.338,-0.8,0.0621,155.004,4,0.728,9
524,3,halo,halo,Nayutalien,2020-10-06,185000,18,5,0,0.303,0.000479,0.932,1.46e-06,0.187,-2.912,0.158,184.75,4,0.633,9
525,4,水色侵略,水色侵略,Nayutalien,2020-09-05,249560,27,6,1,0.3,0.00146,0.955,1.12e-05,0.121,-0.482,0.0788,181.889,4,0.44,9
526,5,大宇宙ランデブー,大宇宙ランデブー,Nayutalien,2020-08-06,205609,17,1,1,0.394,0.00961,0.944,1.84e-05,0.357,-0.2,0.0487,164.023,4,0.649,9
527,6,サイファイエクスタシー,サイファイエクスタシー,Nayutalien,2020-05-12,180000,19,1,0,0.436,0.00351,0.917,1.09e-06,0.0995,-1.695,0.0907,170.017,4,0.552,9
528,7,猫猫的宇宙論,猫猫的宇宙論,Nayutalien,2020-02-25,216716,29,11,1,0.6,0.00529,0.947,1.52e-05,0.406,-1.007,0.0634,134.084,4,0.711,9
529,8,藍と極星 - Vocaloid ver.,藍と極星 (Vocaloid ver.),Nayutalien,2018-08-29,188769,14,8,1,0.664,0.0241,0.73,2.76e-06,0.0584,-5.902,0.0283,130.025,4,0.79,9
